id,name,released_at,image_uris,set_name,collector_number,artist,art_crop_uri
a7dc4523-075d-425e-9b53-77921d26c173,Swamp,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.png?1562930382', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382'}",Time Spiral,292,Craig Mullins,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/7/a7dc4523-075d-425e-9b53-77921d26c173.jpg?1562930382
dd634a88-c114-469a-8133-59cfc9bf3215,Swamp,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.png?1562941701', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701'}",Time Spiral,293,Richard Wright,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/d/dd634a88-c114-469a-8133-59cfc9bf3215.jpg?1562941701
e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2,Mountain,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.png?1562942954', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954'}",Time Spiral,294,John Avon,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/3/e34229e7-5dc4-47b3-9ba2-609e5b3ca6c2.jpg?1562942954
5c71906a-f885-49ba-a889-8baf4e74cce8,Mountain,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.png?1562914319', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319'}",Time Spiral,295,D. Alexander Gregory,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/c/5c71906a-f885-49ba-a889-8baf4e74cce8.jpg?1562914319
d3e3961c-d092-4a15-b5db-d7b5c70e4fc1,Mountain,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.png?1562939841', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841'}",Time Spiral,296,Craig Mullins,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/3/d3e3961c-d092-4a15-b5db-d7b5c70e4fc1.jpg?1562939841
dae3e69d-ec38-43e2-b4a2-3a9064835a97,Mountain,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.png?1562941227', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227'}",Time Spiral,297,Greg Staples,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/a/dae3e69d-ec38-43e2-b4a2-3a9064835a97.jpg?1562941227
0d5bd3e1-45ef-43b7-8796-6085842278df,Forest,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.png?1562897714', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714'}",Time Spiral,298,Rob Alexander,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/d/0d5bd3e1-45ef-43b7-8796-6085842278df.jpg?1562897714
2a10ed4f-2c9a-424d-bcca-730af7727854,Forest,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.png?1562903933', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933'}",Time Spiral,299,Vance Kovacs,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/a/2a10ed4f-2c9a-424d-bcca-730af7727854.jpg?1562903933
2b176d24-a4d6-489e-af69-4547693e7de1,Forest,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.png?1562904120', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120'}",Time Spiral,300,Craig Mullins,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/b/2b176d24-a4d6-489e-af69-4547693e7de1.jpg?1562904120
393d66f7-7dbf-4a92-912f-377f99c8f164,Forest,2006-10-06,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.png?1562906961', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961'}",Time Spiral,301,Stephen Tappin,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/9/393d66f7-7dbf-4a92-912f-377f99c8f164.jpg?1562906961
99a216d2-22f0-4524-960a-5bf5ec674e1e,Forest,2006-12-31,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.png?1562546766', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766'}",Magic Online Promos,40094,Martina Pilcerova,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/9/99a216d2-22f0-4524-960a-5bf5ec674e1e.jpg?1562546766
20bf3829-1220-42e8-98eb-31ed7f9a6f45,Island,2006-12-31,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.png?1562543463', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463'}",Magic Online Promos,40100,John Avon,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/0/20bf3829-1220-42e8-98eb-31ed7f9a6f45.jpg?1562543463
7f2db9b8-648f-4c7f-bd58-1069a1417a22,Plains,2007-07-13,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.png?1562550469', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469'}",Tenth Edition,366,Greg Staples,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/f/7f2db9b8-648f-4c7f-bd58-1069a1417a22.jpg?1562550469
a9eebf59-25ec-448f-b7a6-df9a1ecad3a2,Island,2007-07-13,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.png?1562553204', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204'}",Tenth Edition,370,Martina Pilcerova,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/9/a9eebf59-25ec-448f-b7a6-df9a1ecad3a2.jpg?1562553204
9eaedaf2-a9a3-44c6-84c1-4cc2da1da459,Swamp,2007-07-13,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.png?1562552493', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493'}",Tenth Edition,374,Jim Nelson,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/e/9eaedaf2-a9a3-44c6-84c1-4cc2da1da459.jpg?1562552493
38c1e97b-4d7a-4a76-8999-5c76b4bae9cb,Mountain,2007-07-13,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.png?1562546259', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259'}",Tenth Edition,378,John Avon,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/8/38c1e97b-4d7a-4a76-8999-5c76b4bae9cb.jpg?1562546259
6f6fff16-abbf-4e80-9450-4cb42b13fe38,Plains,2007-09-10,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.png?1559592320', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320'}",Masters Edition,183,Jesper Myrfors,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/f/6f6fff16-abbf-4e80-9450-4cb42b13fe38.jpg?1559592320
b8e41010-a7d2-4e78-8f7b-502347f8c47d,Plains,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.png?1562365040', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040'}",Lorwyn,282,Warren Mahy,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/8/b8e41010-a7d2-4e78-8f7b-502347f8c47d.jpg?1562365040
6e5db4d0-61f4-4cc6-89c4-02a2060b556d,Plains,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.png?1562352629', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629'}",Lorwyn,283,Fred Fields,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/e/6e5db4d0-61f4-4cc6-89c4-02a2060b556d.jpg?1562352629
6e6d4bb5-9da7-4d21-9cdc-1732ea61121a,Plains,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.png?1562352635', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635'}",Lorwyn,284,Larry MacDougall,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/e/6e6d4bb5-9da7-4d21-9cdc-1732ea61121a.jpg?1562352635
5bd5900e-100c-44e8-97e9-b0c15379fea1,Plains,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.png?1562349679', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679'}",Lorwyn,285,Omar Rayyan,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/b/5bd5900e-100c-44e8-97e9-b0c15379fea1.jpg?1562349679
5885738f-a51d-418c-b194-0ba8ef6af556,Island,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.png?1562349472', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472'}",Lorwyn,286,Warren Mahy,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/8/5885738f-a51d-418c-b194-0ba8ef6af556.jpg?1562349472
24ffadeb-cf20-4da9-a140-1fdcc7484c7a,Island,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.png?1562341773', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773'}",Lorwyn,287,Ron Spears,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/4/24ffadeb-cf20-4da9-a140-1fdcc7484c7a.jpg?1562341773
d714d196-8cbc-4b53-8219-21044a017bce,Island,2007-10-12,"{'small': 'https://c1.scryfall.com/file/scryfall-cards/small/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118', 'normal': 'https://c1.scryfall.com/file/scryfall-cards/normal/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118', 'large': 'https://c1.scryfall.com/file/scryfall-cards/large/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118', 'png': 'https://c1.scryfall.com/file/scryfall-cards/png/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.png?1562370118', 'art_crop': 'https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118', 'border_crop': 'https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118'}",Lorwyn,288,Martina Pilcerova,https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/7/d714d196-8cbc-4b53-8219-21044a017bce.jpg?1562370118
